GEO.id2,Majority,MAX,HC01_EST_VC01,HC01_EST_VC03,HC01_EST_VC04,HC01_EST_VC05,HC01_EST_VC10,HC01_EST_VC11,HC01_EST_VC12,HC01_EST_VC13,HC01_EST_VC14,HC01_EST_VC55
36047017800,Public transportation (excluding taxicab),63.3,1241,27.4,20.5,6.8,63.3,6.2,0.5,0,2.6,49.7
36047017900,Public transportation (excluding taxicab),73.9,1685,11.2,8.3,2.9,73.9,10,0,1.4,3.4,38
36047018000,Public transportation (excluding taxicab),54.9,1459,30.4,18.6,11.8,54.9,7.2,1.7,0,5.8,48.3
36047018100,Public transportation (excluding taxicab),74.9,2271,6.3,3.1,3.2,74.9,4.8,3.8,0,10.1,36.4
36047018200,Public transportation (excluding taxicab),63.8,1693,23.7,19.2,4.5,63.8,9.7,0,0,2.7,45.9
36047018300,Public transportation (excluding taxicab),78.9,1855,5.6,4,1.6,78.9,3.9,4.3,0.4,6.8,39.7
36047018400,Public transportation (excluding taxicab),49.2,1435,39,32.5,6.5,49.2,9.6,0,0,2.2,45.3
36047018501,Public transportation (excluding taxicab),67.1,1859,10.4,6.7,3.8,67.1,16.1,2.6,0,3.8,39.6
36047018600,Public transportation (excluding taxicab),55.5,950,31.2,25.9,5.3,55.5,7.9,1.4,1.5,2.6,45
36047018700,Public transportation (excluding taxicab),63,819,15,9.2,5.9,63,10.1,2.7,0.7,8.4,37.7
36047018800,Public transportation (excluding taxicab),55,1349,32.8,22.2,10.6,55,7.2,0.6,0,4.4,45.2
36047019000,Public transportation (excluding taxicab),60.3,2071,28.4,20.7,7.7,60.3,8.3,1.2,0,1.9,44.2
36047019100,Public transportation (excluding taxicab),63.1,1608,8.2,7,1.2,63.1,15.2,4.4,0.7,8.3,36.1
36047019200,Public transportation (excluding taxicab),50.8,1365,29.4,19,10.4,50.8,15.5,1.8,0.9,1.6,37.1
36047019300,Public transportation (excluding taxicab),53.4,2022,17.8,16,1.8,53.4,13.4,8.5,1.2,5.8,32.5
36047019400,Public transportation (excluding taxicab),59.8,2103,23.8,20.1,3.7,59.8,12.8,3.3,0,0.3,42.4
36047019500,Public transportation (excluding taxicab),61.7,2518,12.4,9.1,3.3,61.7,7.5,5.6,1.1,11.6,39.8
36047019600,Public transportation (excluding taxicab),50.7,1745,33.8,24.1,9.6,50.7,11.9,0,0.9,2.8,42.7
36047019700,Public transportation (excluding taxicab),79.5,1967,9.2,7.4,1.8,79.5,4.7,1.9,2.5,2.2,41.2
36047019800,Public transportation (excluding taxicab),51.2,724,40.5,31.2,9.3,51.2,4.7,1.8,1.8,0,45.8
36047019900,Public transportation (excluding taxicab),71.4,2511,12.1,9.6,2.5,71.4,5.1,4.6,1.8,5,35.7
36047020000,"Car, truck, or van",51.8,1011,51.8,39.8,12.1,34.2,8.3,0,0.7,4.9,41.6
36047020100,Public transportation (excluding taxicab),69.7,2425,9.9,8.4,1.6,69.7,6.4,3.9,2.4,7.8,37.2
36047020200,"Car, truck, or van",52.6,910,52.6,41,11.6,42.1,3.7,0,0,1.5,42.9
36047020300,Public transportation (excluding taxicab),69.9,988,9.3,7.7,1.6,69.9,10.7,3.1,0,6.9,39.9
36047020400,"Car, truck, or van",49.8,992,49.8,34.4,15.4,36.8,10.9,0.4,0,2.1,41.1
36047020500,Public transportation (excluding taxicab),65.2,1936,9,8.3,0.7,65.2,6.3,6.4,4.8,8.3,39.4
36047020600,"Car, truck, or van",47.1,1174,47.1,38.8,8.3,43.9,7.1,0,2,0,43.2
36047020700,Public transportation (excluding taxicab),58.5,2889,13.7,8.1,5.6,58.5,12.1,7.3,0.4,7.9,34.4
36047020800,Public transportation (excluding taxicab),55.9,1337,25.7,21.1,4.6,55.9,17,0,0.7,0.8,46.6
36047021000,Public transportation (excluding taxicab),56.2,1798,34,22.6,11.3,56.2,7,0,1.7,1.1,46.1
36047021100,Public transportation (excluding taxicab),51.7,996,21,19.9,1.1,51.7,10.7,5.9,0.5,10.1,40
36047021200,Public transportation (excluding taxicab),55.5,2219,23.9,14.9,9,55.5,16.3,1.1,2.3,0.9,42.5
36047021300,Public transportation (excluding taxicab),73.7,2091,8.7,7.2,1.5,73.7,7.4,4,0,6.3,43.3
36047021400,Public transportation (excluding taxicab),56.1,868,23.4,15,8.4,56.1,12.4,0.6,1.6,5.9,46.2
36047021500,Public transportation (excluding taxicab),81.6,3177,3.9,3.5,0.5,81.6,4.3,1.4,1.2,7.5,42.3
36047021600,Public transportation (excluding taxicab),37.2,1447,25.7,16.1,9.6,37.2,19.1,1.7,4.3,12,37.6
36047021700,Public transportation (excluding taxicab),73.1,2202,12.8,7.8,5,73.1,8.4,0.8,0.9,4.1,37.1
36047021800,Walked,36.7,1001,24.1,18.9,5.2,29.4,36.7,5.8,0,4.1,27.8
36047021900,Public transportation (excluding taxicab),77.9,2086,11,9.2,1.9,77.9,4.8,3.3,0,2.9,38.6
36047022000,Walked,44.6,1435,17.2,6.8,10.4,33.6,44.6,0.6,0,4,34
36047022100,Public transportation (excluding taxicab),79.8,2387,5.2,5.2,0,79.8,5,5.2,2.5,2.3,42.5
36047022200,Walked,38.2,1183,23.7,16.4,7.3,27.3,38.2,5.6,0.6,4.6,28.3
36047022400,Public transportation (excluding taxicab),38.2,1970,26.7,21,5.7,38.2,23.3,1.9,0.6,9.3,36.9
36047022600,Public transportation (excluding taxicab),52.6,967,28.1,25.5,2.6,52.6,15.8,1,0.7,1.7,40.8
36047022700,Public transportation (excluding taxicab),76.9,2018,7.6,6.3,1.2,76.9,4.6,4,0.6,6.4,39
36047022800,Public transportation (excluding taxicab),35.5,1242,23.2,20.6,2.6,35.5,35.3,0,1.6,4.3,32.8
36047022900,Public transportation (excluding taxicab),69,2348,10.4,7.3,3.2,69,5.1,5.8,1.1,8.6,38.4
36047023000,Public transportation (excluding taxicab),38.9,1715,26.8,19.3,7.5,38.9,26.2,1.9,0.3,5.9,35.6
36047023100,Public transportation (excluding taxicab),63.4,2018,16.8,15.3,1.5,63.4,9.3,3.1,2.2,5.2,36.3
36047023200,Walked,52,1763,20.8,12.4,8.4,21.6,52,0.7,0,4.9,28.8
36047023300,Public transportation (excluding taxicab),73.2,2457,10.4,9.2,1.2,73.2,6.5,5.6,0.7,3.7,37.6
36047023400,Walked,48.1,1287,26.7,20.7,6,19.7,48.1,0,1.1,4.4,26
36047023500,Public transportation (excluding taxicab),46.7,1776,21.7,16.3,5.4,46.7,16.4,7.5,0,7.5,34.3
36047023600,Walked,51.1,1431,24,14.5,9.6,18,51.1,0.7,3,3.2,26
36047023800,Walked,36.5,1329,25.1,16.2,9,27.8,36.5,0,2,8.5,30
36047024000,Walked,41.1,1314,33.9,28.1,5.9,19.6,41.1,0,0.9,4.4,22.2
36047024100,Public transportation (excluding taxicab),57.9,1383,11.1,10.1,1,57.9,15.7,8.3,1.8,5.2,37.5
36047024200,"Car, truck, or van",39,1008,39,25.3,13.7,32.3,19.1,1.9,1.8,5.9,30.5
36047024300,Public transportation (excluding taxicab),77.4,2207,5.9,5.4,0.5,77.4,7.2,4.1,1.2,4.2,40.3
36047024400,Public transportation (excluding taxicab),46.3,1338,32.1,24.1,8,46.3,18.1,0.4,0,3.1,37.6
36047024500,Public transportation (excluding taxicab),69.6,2416,21.2,16,5.3,69.6,2.1,3,1.9,2.2,40.6
36047024600,Public transportation (excluding taxicab),51.9,1156,41.8,27.8,14,51.9,5.2,0,0.4,0.7,38.6
36047024700,Public transportation (excluding taxicab),86.1,1215,6.4,3.2,3.2,86.1,3.5,1,2.3,0.7,37.8
36047024800,Public transportation (excluding taxicab),59.3,1356,21.8,16.2,5.5,59.3,16.4,1,0,1.5,42
36047024900,Public transportation (excluding taxicab),67.8,2767,18.3,15.6,2.7,67.8,8.6,2.5,0.3,2.5,41.3
36047025000,Public transportation (excluding taxicab),64.3,757,16.5,15.6,0.9,64.3,14.8,0.9,0,3.4,43.1
36047025100,Public transportation (excluding taxicab),80.4,1406,9.5,9.5,0,80.4,3,4.3,2.1,0.7,43.4
36047025200,Public transportation (excluding taxicab),58.2,2292,29.3,21.4,7.9,58.2,9.1,0,2.1,1.4,45.7
36047025300,Public transportation (excluding taxicab),70.1,1532,14.2,12.5,1.7,70.1,8.4,3.1,0.9,3.2,36.5
36047025400,Public transportation (excluding taxicab),56.3,1828,37.4,19.7,17.7,56.3,5.3,1,0,0,42.4
36047025500,Public transportation (excluding taxicab),65.6,1777,8.7,6,2.8,65.6,15.8,4.8,0.6,4.6,39.9
36047025600,Public transportation (excluding taxicab),64.6,1335,28.7,21.3,7.4,64.6,5.9,0,0.8,0,48.9
36047025700,Public transportation (excluding taxicab),69.4,986,20.9,18.8,2.1,69.4,2.5,3.8,0,3.4,39.7
36047025800,Public transportation (excluding taxicab),60.4,2143,20.5,13.8,6.7,60.4,13.3,2.4,0.9,2.5,41.3
36047025901,Public transportation (excluding taxicab),72.3,1091,7.2,6.3,0.9,72.3,4.9,5.7,2.7,7.2,38.5
36047025902,Public transportation (excluding taxicab),69.5,781,9.3,7.8,1.5,69.5,16.3,1.2,0,3.7,50.7
36047026000,Public transportation (excluding taxicab),70.4,1366,18.7,12.4,6.3,70.4,9.4,0,1.2,0.4,45.7
36047026100,Public transportation (excluding taxicab),68,2707,10.4,8.8,1.6,68,14.6,1.6,0.6,5,40.1
36047026200,Public transportation (excluding taxicab),51.1,1053,36.4,26.5,9.9,51.1,4.4,0.8,0.8,6.6,43.4
36047026300,Public transportation (excluding taxicab),72.4,958,14.2,10.2,4,72.4,4.4,3.7,1.3,4.1,44.4
36047026400,Public transportation (excluding taxicab),54.5,2520,31,21.7,9.3,54.5,12.4,0.2,0.9,1,50
36047026500,Public transportation (excluding taxicab),66.4,1992,13.2,11.6,1.6,66.4,8.4,4.6,1.1,6.4,43.5
36047026600,Public transportation (excluding taxicab),68,1560,18.9,13.5,5.4,68,9.9,0,0,3.2,49
36047026700,Public transportation (excluding taxicab),67,1810,17.9,13,4.9,67,1.3,6.8,0,7,43.9
36047026800,Public transportation (excluding taxicab),54,1774,29.7,25.4,4.2,54,7.8,3.9,1.2,3.5,46.7
36047026900,Public transportation (excluding taxicab),70.4,1738,12.7,7.8,4.9,70.4,11.7,1.7,0.5,3,37.9
36047027000,Public transportation (excluding taxicab),58.8,1197,30.6,23.1,7.4,58.8,7.9,0,1.5,1.3,53.9
36047027100,Public transportation (excluding taxicab),63.1,1344,16.7,14.1,2.7,63.1,7.7,2.7,2.5,7.2,39.4
36047027200,Public transportation (excluding taxicab),65.2,1633,21.8,14.5,7.3,65.2,10.3,0,0,2.7,44.7
36047027300,Public transportation (excluding taxicab),63.4,1298,24.3,19.6,4.7,63.4,4.7,2.9,1.5,3.3,39.3
36047027400,Public transportation (excluding taxicab),52.8,1335,37.7,23.3,14.4,52.8,5.8,0,3,0.7,48
36047027500,Public transportation (excluding taxicab),65.4,2336,19.5,19.1,0.4,65.4,4.8,2.4,1.3,6.6,41.2
36047027600,Public transportation (excluding taxicab),65.9,2093,21.2,10.8,10.5,65.9,9.3,1.2,0.5,1.9,48.8
36047027700,Public transportation (excluding taxicab),74.1,1771,17.2,16.1,1.1,74.1,3.3,0,1.5,4,43.8
36047027800,Public transportation (excluding taxicab),72,1555,15,12.6,2.4,72,8.2,0.5,2.3,2.1,46.5
36047027900,Public transportation (excluding taxicab),64.9,1910,19.3,15,4.3,64.9,3.8,4.8,3,4.2,43.2
36047028000,Public transportation (excluding taxicab),53,868,29.6,23.7,5.9,53,12.6,0.6,0,4.3,51.3
36047028100,Public transportation (excluding taxicab),78.8,1851,9,9,0,78.8,5.5,3.1,3.2,0.4,45.3
36047028200,Public transportation (excluding taxicab),59.7,1721,29.5,23.8,5.7,59.7,3.7,0.6,0.5,6,49.4
36047028300,Public transportation (excluding taxicab),73.8,1458,16.9,14.4,2.5,73.8,4.2,3.1,1.3,0.8,42.7
36047028400,Public transportation (excluding taxicab),61.5,1615,28.3,20.2,8,61.5,7.7,0,0.7,1.9,47.9
36047028501,Public transportation (excluding taxicab),90.8,292,0,0,0,90.8,3.1,6.2,0,0,43.6
36047028502,Public transportation (excluding taxicab),73.6,915,8.9,7,1.9,73.6,7.2,0,5.2,5.1,56.6
36047028600,Public transportation (excluding taxicab),61.1,1968,32.8,25.5,7.3,61.1,1.5,0,0.8,3.8,52.8
36047028700,Public transportation (excluding taxicab),71.2,1134,22.1,8.3,13.8,71.2,2.5,0.5,2.9,0.8,45
36047028800,Public transportation (excluding taxicab),63,1749,25.3,19.7,5.7,63,8.4,0,1.3,2,43.3
36047028900,Public transportation (excluding taxicab),68.5,1617,23.1,21.8,1.3,68.5,4.1,1.1,0.6,2.7,42.4
36047029000,Public transportation (excluding taxicab),56.6,1979,33.2,28.5,4.7,56.6,8.3,0,1.5,0.4,47.8
36047029100,Public transportation (excluding taxicab),72.4,1405,13.6,9.5,4.1,72.4,3.3,6.3,0.7,3.6,50.6
36047029200,Public transportation (excluding taxicab),66.4,1269,25,20.6,4.3,66.4,4.6,1.1,0.9,2,51.4
36047029300,Public transportation (excluding taxicab),72.6,1529,16.1,12.8,3.3,72.6,7.4,1,1,1.9,41.7
36047029400,Public transportation (excluding taxicab),68.4,786,16.3,13.6,2.7,68.4,8.4,0,1.9,5,50.1
36047029500,Public transportation (excluding taxicab),71.7,2290,16.2,16.2,0,71.7,5.3,0,0,6.8,42.8
36047029600,Public transportation (excluding taxicab),63.1,2440,27.1,20.3,6.8,63.1,5.8,0.7,1.4,1.9,48.2
36047029700,Public transportation (excluding taxicab),59.1,2164,26,25.6,0.4,59.1,3.7,4,0.6,6.6,41.7
36047029800,Public transportation (excluding taxicab),55,2032,30.3,23,7.3,55,8.9,0,0.4,5.4,42.3
36047029900,Public transportation (excluding taxicab),72.8,1068,12.9,12.9,0,72.8,9.3,0,2.8,2.2,39.9
36047030000,Public transportation (excluding taxicab),62.7,1897,24.1,23.2,0.9,62.7,8,0,5.2,0,49
36047030100,Public transportation (excluding taxicab),71.8,1035,25.8,23.4,2.4,71.8,2.4,0,0,0,39.1
36047030200,Public transportation (excluding taxicab),65.1,2004,25.2,19.1,6.2,65.1,4.1,3,0.4,2,50.3
36047030300,Public transportation (excluding taxicab),81.8,1738,13.2,11.9,1.3,81.8,2.2,0,0.9,1.8,49.8
36047030400,Public transportation (excluding taxicab),55.1,1571,31.1,24.9,6.2,55.1,6.2,0.5,3,4.1,47.8
36047030500,Public transportation (excluding taxicab),77.6,4084,5,5,0,77.6,6,4.9,2.3,4.2,44.5
36047030600,Public transportation (excluding taxicab),56.7,804,35.4,29.6,5.8,56.7,3.6,1.9,0.7,1.6,49.3
36047030700,Public transportation (excluding taxicab),67.9,1890,25.9,24.8,1.1,67.9,1.7,0,1.9,2.7,43.4
36047030800,Public transportation (excluding taxicab),64.6,808,32.5,26,6.6,64.6,2.5,0,0,0.4,55
36047030900,Public transportation (excluding taxicab),68,856,20.4,18.1,2.3,68,6.2,0.9,1.8,2.7,47
36047031100,Public transportation (excluding taxicab),78.1,1395,11.5,9.5,2.1,78.1,2.5,2.3,3.7,1.9,41.1
36047031300,Public transportation (excluding taxicab),65.1,2247,13.1,10.7,2.4,65.1,6.8,4.9,1.8,8.3,44
36047031400,"Car, truck, or van",51.5,2207,51.5,49.2,2.4,43.5,2.7,0,1.1,1.1,45.7
36047031500,Public transportation (excluding taxicab),75.2,2652,15.3,13.8,1.5,75.2,0.4,2.4,0,6.6,46.1
36047031701,Public transportation (excluding taxicab),68.8,1926,9.7,8.8,0.9,68.8,10.2,1.7,3.3,6.3,43.3
36047031702,Public transportation (excluding taxicab),77.9,2095,8.1,7.4,0.7,77.9,3.6,4.2,0.9,5.3,43
36047031900,Public transportation (excluding taxicab),81.1,1477,10.6,10.6,0,81.1,4.3,0,0.7,3.4,38.8
36047032100,Public transportation (excluding taxicab),77.1,3005,8.9,7.4,1.5,77.1,5.9,2.9,2,3.3,36.1
36047032300,Public transportation (excluding taxicab),64.1,1997,16.2,13.1,3.1,64.1,13.2,1.5,0.4,4.7,41.6
36047032500,Public transportation (excluding taxicab),77.5,3698,12.3,12.3,0,77.5,4.7,0.5,0.6,4.4,42.3
36047032600,Public transportation (excluding taxicab),76.9,1904,11.1,9.1,2,76.9,8.5,0,1.5,2,48
36047032700,Public transportation (excluding taxicab),70.3,1455,22.1,18.4,3.7,70.3,3.6,2.8,0,1.2,42.8
36047032800,Public transportation (excluding taxicab),58.2,1036,27.4,24,3.4,58.2,12.1,0,0,2.3,53.4
36047032900,Public transportation (excluding taxicab),70.4,2704,15.7,12.4,3.3,70.4,9.8,0,3.5,0.7,48.2
36047033000,Public transportation (excluding taxicab),66.2,1351,26.3,22.6,3.6,66.2,5.7,0,1.8,0,48.4
36047033100,Public transportation (excluding taxicab),36,1956,24.3,18.4,5.9,36,28.3,0.9,0,10.5,32.9
36047033300,Public transportation (excluding taxicab),44.5,1478,25.8,24.7,1.1,44.5,27.4,0.7,0,1.7,29.7
36047033500,Public transportation (excluding taxicab),54.3,951,19,15.7,3.4,54.3,22.6,0.7,0.9,2.4,39.9
36047033600,"Car, truck, or van",55.8,2133,55.8,45.1,10.6,34.8,6.2,0,0.9,2.3,48.6
36047033700,Public transportation (excluding taxicab),58.2,1986,21.2,18.8,2.4,58.2,8.3,0.8,0.9,10.6,41
36047033900,Public transportation (excluding taxicab),60.4,2035,17.8,11.7,6.1,60.4,10.4,1.4,2.9,7,38.6
36047034000,Public transportation (excluding taxicab),63.5,455,27,24.4,2.6,63.5,5.3,0,1.1,3.1,51.5
36047034100,Public transportation (excluding taxicab),68.1,1288,18.4,15.7,2.7,68.1,3.5,4.7,0,5.3,40.8
36047034200,Public transportation (excluding taxicab),55,1426,31.2,20.3,10.9,55,11,0,0.7,2.1,46.1
36047034300,Public transportation (excluding taxicab),69.3,1895,19.2,13.4,5.8,69.3,5.1,3.1,1.2,2.2,40.6
36047034500,Public transportation (excluding taxicab),62.7,1363,22.8,20.2,2.6,62.7,8.7,0.9,0.7,4.3,42.1
36047034700,Public transportation (excluding taxicab),78.6,1596,9.2,4.7,4.5,78.6,5,0,1.6,5.6,43.7
36047034800,Public transportation (excluding taxicab),56.8,1353,23.4,20.6,2.8,56.8,10.3,1.8,1.3,6.4,45.2
36047034900,Public transportation (excluding taxicab),79.2,2572,10.3,8.8,1.4,79.2,4.8,0.8,1.4,3.6,44.6
36047035000,Public transportation (excluding taxicab),60.9,1240,21.9,14.4,7.4,60.9,13.6,1.4,2.3,0,41
36047035100,Public transportation (excluding taxicab),73.4,1947,7.8,6.9,0.9,73.4,17.2,0,0.5,1.1,43.2
36047035200,Public transportation (excluding taxicab),67,94,10.6,6.4,4.3,67,22.3,0,0,0,37.8
36047035300,Public transportation (excluding taxicab),63.7,2738,21.2,14.7,6.5,63.7,5.3,4.1,0.8,4.9,42.9
36047035400,Public transportation (excluding taxicab),60.9,2359,18.3,14.5,3.8,60.9,15.2,0.9,0,4.8,42.6
36047035500,Public transportation (excluding taxicab),65.5,2396,16.9,14.7,2.2,65.5,11.3,1.2,2.3,2.8,48.2
36047035601,Public transportation (excluding taxicab),58.9,1123,35.6,31.4,4.2,58.9,5.5,0,0,0,45.7
36047035602,Public transportation (excluding taxicab),51.2,2047,41.4,34.6,6.7,51.2,6.4,0,0,1,40.6
36047035700,Public transportation (excluding taxicab),79.7,942,15.9,12.2,3.7,79.7,3.8,0,0,0.5,43
36047035900,Public transportation (excluding taxicab),76.3,1783,15.9,13.7,2.1,76.3,5.3,0,2.6,0,45.9
36047036001,Public transportation (excluding taxicab),62.7,1072,23.1,17.9,5.2,62.7,11.3,0.7,0,2.1,44.7
36047036002,Public transportation (excluding taxicab),66.4,1343,19.7,18.8,0.9,66.4,6.6,1,2.8,3.6,52
36047036100,Public transportation (excluding taxicab),83.5,961,10.6,7.1,3.5,83.5,5.9,0,0,0,46.5
36047036200,Public transportation (excluding taxicab),51.1,1504,21,19.9,1.1,51.1,17.7,1.2,1.1,7.8,44.1
36047036300,Public transportation (excluding taxicab),67.5,1670,21.7,20.8,0.9,67.5,8.6,0,0,2.2,51.3
36047036400,Public transportation (excluding taxicab),58.9,1146,24.4,16.4,8,58.9,13.1,0,1.8,1.7,41.8
36047036501,Public transportation (excluding taxicab),60.4,1205,31.3,28.7,2.6,60.4,4.9,0,0,3.4,47.4
36047036502,Public transportation (excluding taxicab),65.2,446,24.2,20.2,4,65.2,4,3.6,0,2.9,37.7
36047036600,Public transportation (excluding taxicab),51.8,2051,27.7,21.9,5.8,51.8,16.7,0.4,1,2.4,41.6
36047036700,Public transportation (excluding taxicab),71.3,728,15.9,10.6,5.4,71.3,12.1,0,0,0.7,48.1
36047036900,Public transportation (excluding taxicab),72.2,2235,18.5,18.2,0.4,72.2,7,0,1.5,0.8,44
36047037000,Public transportation (excluding taxicab),49.1,1888,42.1,37.4,4.7,49.1,4.8,0,0,4,47.8
36047037100,Public transportation (excluding taxicab),70.4,1907,25.3,22.9,2.4,70.4,1.6,0,1.2,1.6,41.4
36047037300,Public transportation (excluding taxicab),81.3,1905,8.8,7.1,1.7,81.3,1.3,0.4,0,8.2,45
36047037401,Public transportation (excluding taxicab),51.8,1814,34.5,27.8,6.6,51.8,9.3,0,2.6,1.8,42.8
36047037402,Public transportation (excluding taxicab),47.4,2146,22,18.8,3.2,47.4,16.3,0,0.9,13.3,45.1
36047037500,Public transportation (excluding taxicab),64.5,1433,22.7,21.1,1.6,64.5,5.4,2.8,0,4.7,46.7
36047037700,Public transportation (excluding taxicab),69.5,1746,20.1,16.6,3.5,69.5,0.9,2,2.4,5,41.4
36047037900,Public transportation (excluding taxicab),68.6,1761,22.4,19.1,3.3,68.6,5.1,0,0,3.9,40.8
36047038100,Public transportation (excluding taxicab),62.7,2421,27.1,25.6,1.4,62.7,3.7,4,0,2.5,39.1
36047038200,Public transportation (excluding taxicab),71.5,2072,16.1,15.1,1,71.5,11,1.4,0,0,49.6
36047038300,Public transportation (excluding taxicab),72.2,2245,15.5,14.3,1.2,72.2,4.8,3.5,1.9,2.1,45.2
36047038500,Public transportation (excluding taxicab),82.3,1742,11.3,10.8,0.5,82.3,1.5,2.9,0,2,45.8
36047038600,Public transportation (excluding taxicab),46,1449,44.6,38.4,6.2,46,1.8,2.3,1.6,3.7,49.8
36047038700,Public transportation (excluding taxicab),70.8,1816,15.5,15.5,0,70.8,2,2.5,1.8,7.4,48.5
36047038800,Public transportation (excluding taxicab),49.3,1711,32.3,27,5.3,49.3,8.5,1.2,2.6,6,44.7
36047038900,Public transportation (excluding taxicab),73.5,1669,10,7.8,2.2,73.5,5,2.8,1.3,7.4,41.3
36047039000,"Car, truck, or van",46,924,46,34.3,11.7,41,4.7,3.2,3.1,1.9,42.1
36047039100,Public transportation (excluding taxicab),78.4,1550,11.5,10.5,1,78.4,7.3,0.2,0,2.6,41.8
36047039200,Public transportation (excluding taxicab),52.6,1029,31.1,22.7,8.4,52.6,5.1,1.8,1,8.5,42.6
36047039300,Public transportation (excluding taxicab),72.7,1948,13,10.5,2.5,72.7,4.1,2,0,8.3,44.6
36047039400,Public transportation (excluding taxicab),55.1,699,33,21.2,11.9,55.1,5,0,1.1,5.7,45.9
36047039500,Public transportation (excluding taxicab),69,2088,14.9,12.1,2.8,69,6.6,4,0.9,4.6,42.3
36047039600,Public transportation (excluding taxicab),43.6,645,33.8,21.7,12.1,43.6,11.6,0.9,0.8,9.3,46.6
36047039700,Public transportation (excluding taxicab),66.5,1622,23.6,21.4,2.2,66.5,2.9,1.8,0.1,5.1,44.8
36047039800,Public transportation (excluding taxicab),66.5,1154,22.9,16.9,6,66.5,7.5,0,1,2.2,44.9
36047039900,Public transportation (excluding taxicab),63.8,1731,15.9,15.9,0,63.8,8.4,8.4,0.5,2.9,39.9
36047040000,Public transportation (excluding taxicab),55.6,1471,28.6,22.6,6,55.6,4.9,3.1,3.1,4.7,41.6
36047040100,Public transportation (excluding taxicab),83.2,1648,9.7,8.7,1,83.2,3.1,1,0.6,2.4,48.8
36047040200,Public transportation (excluding taxicab),57.4,1425,28.1,19.4,8.7,57.4,12.1,0.4,1.2,0.8,45
36047040300,Public transportation (excluding taxicab),78.5,1731,16,14.8,1.2,78.5,1.4,0.3,0,3.8,49.2
36047040400,Public transportation (excluding taxicab),54.1,1018,35.8,24.4,11.4,54.1,4.8,0.4,0,4.9,47.7
36047040500,Public transportation (excluding taxicab),84.8,844,11.6,11.6,0,84.8,0,1.4,0.6,1.5,49
36047040600,Public transportation (excluding taxicab),62.9,1589,21.3,17.4,3.9,62.9,7.9,0,0.9,7,45.9
36047040700,"Car, truck, or van",0,0,0,0,0,0,0,0,0,0,0
36047040800,Public transportation (excluding taxicab),52.4,1544,31.4,23.3,8.1,52.4,4.9,4.9,0,6.4,43.6
36047040900,Public transportation (excluding taxicab),71.8,1760,13.9,13.9,0,71.8,11.4,0,2.7,0.2,41.5
36047041000,Public transportation (excluding taxicab),43.1,662,29.8,27,2.7,43.1,15.6,0,1.1,10.6,39.3
36047041100,Public transportation (excluding taxicab),71.2,1450,17.9,16.8,1.1,71.2,3.7,1.8,3.4,2.1,54
36047041200,Public transportation (excluding taxicab),59.6,1462,21.1,11.6,9.6,59.6,4.2,3.8,1.5,9.8,48.5
36047041300,Public transportation (excluding taxicab),67.5,1851,24.2,18.7,5.5,67.5,3.5,2.1,0,2.8,44.9
36047041401,Public transportation (excluding taxicab),49.1,635,44.6,39.8,4.7,49.1,6.3,0,0,0,40.6
36047041402,"Car, truck, or van",48,690,48,41.7,6.2,43.2,4.5,0,0.7,3.6,47.6
36047041500,Public transportation (excluding taxicab),71.7,2021,20.4,15.5,4.9,71.7,4.8,0.9,1.2,1,43.6
36047041600,Public transportation (excluding taxicab),51.1,790,30.3,22.9,7.3,51.1,12.2,1.6,0.5,4.3,36.6
36047041700,Public transportation (excluding taxicab),64.7,1486,13.5,13.5,0,64.7,14.6,0,1.7,5.5,38.5
36047041800,Public transportation (excluding taxicab),42.1,644,35.1,29.8,5.3,42.1,19.3,0,0,3.6,32.7
36047041900,Public transportation (excluding taxicab),64,1579,19.8,16.7,3.1,64,9,4.2,0,3,36
36047042000,"Car, truck, or van",46.3,523,46.3,34.8,11.5,18.2,30,0,0,5.5,27
36047042100,Public transportation (excluding taxicab),71.7,2096,16.5,13.6,2.9,71.7,6.9,2.6,0.4,2,39.6
36047042200,Public transportation (excluding taxicab),50.1,1520,27.6,24.8,2.8,50.1,14.4,0.5,0,7.4,37.3
36047042300,Public transportation (excluding taxicab),71.4,2306,10.3,10.1,0.2,71.4,8.4,4.2,0,5.8,38.9
36047042400,Public transportation (excluding taxicab),65.3,1885,26.9,21.4,5.5,65.3,4.4,1.4,0,2,48.7
36047042500,Public transportation (excluding taxicab),70.2,1871,11.8,8.6,3.2,70.2,11.1,2.2,0.5,4.2,37.9
36047042600,Public transportation (excluding taxicab),66,2082,24.1,13.7,10.4,66,6,2.4,0.4,1.2,49.2
36047042700,Public transportation (excluding taxicab),73.5,2963,6.6,5.8,0.7,73.5,13.3,1.6,1.9,3.2,38.2
36047042800,Public transportation (excluding taxicab),57.5,1624,31.5,26.5,5,57.5,6.2,0.4,0,4.4,45.2
36047042900,Public transportation (excluding taxicab),72.5,2859,9.2,6.9,2.4,72.5,8.5,6.6,1.3,1.8,40.1
36047043000,Public transportation (excluding taxicab),62.3,1515,21.6,13.6,8,62.3,12.5,0.2,0,3.4,43.8
36047043100,Public transportation (excluding taxicab),77.1,3012,9.4,7.9,1.5,77.1,5.2,7.2,0,1.1,38.1
36047043200,Public transportation (excluding taxicab),62.9,1984,25.9,20.3,5.6,62.9,9.5,0.5,0.6,0.7,48.2
36047043300,Public transportation (excluding taxicab),71.6,1779,14.6,12.6,2,71.6,4.7,2.9,1.1,5.1,39.9
